DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ArrDelay,DepDelay,Origin,Dest,Distance,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,date,weekday
1544.0,1541,1634.0,1635,AS,66,N774AS,-1.0,3.0,ANC,CDV,160.0,0,,0,,,,,,2008-08-16,Saturday
1352.0,1348,1516.0,1502,YV,7186,N448YV,14.0,4.0,DEN,GJT,212.0,0,,0,,,,,,2008-10-11,Saturday
,1410,,1520,MQ,4032,,,,ORD,RST,268.0,1,C,0,,,,,,2008-09-04,Thursday
1240.0,1246,1515.0,1523,YV,2870,N7264V,-8.0,-6.0,SBP,PHX,509.0,0,,0,,,,,,2008-02-05,Tuesday
1437.0,1340,1649.0,1548,EV,4796,N909EV,61.0,57.0,MEI,ATL,267.0,0,,0,57.0,0.0,4.0,0.0,0.0,2008-04-13,Sunday
1530.0,1505,1836.0,1810,MQ,3599,N908MQ,26.0,25.0,DFW,TYS,772.0,0,,0,25.0,0.0,1.0,0.0,0.0,2008-10-08,Wednesday
805.0,800,915.0,915,WN,1417,N795SW,0.0,5.0,OAK,LAX,337.0,0,,0,,,,,,2008-04-30,Wednesday
1644.0,1615,2240.0,1941,CO,1086,N75861,179.0,29.0,IAH,MCO,853.0,0,,0,29.0,0.0,150.0,0.0,0.0,2008-10-15,Wednesday
953.0,1009,1106.0,1106,OO,5440,N293SW,0.0,-16.0,SMX,LAX,135.0,0,,0,,,,,,2008-01-02,Wednesday
700.0,700,1305.0,1314,UA,138,N840UA,-9.0,0.0,SFO,ORD,1846.0,0,,0,,,,,,2008-02-16,Saturday
1252.0,1250,1515.0,1525,WN,3506,N213WN,-10.0,2.0,LAS,ABQ,487.0,0,,0,,,,,,2008-11-14,Friday
848.0,855,1547.0,1614,NW,461,N349NW,-27.0,-7.0,PDX,DTW,1953.0,0,,0,,,,,,2008-12-30,Tuesday
1315.0,1240,1555.0,1525,WN,3483,N288WN,30.0,35.0,OAK,SLC,588.0,0,,0,18.0,0.0,0.0,0.0,12.0,2008-03-28,Friday
855.0,900,1012.0,1040,OH,5585,N814CA,-28.0,-5.0,JFK,BWI,184.0,0,,0,,,,,,2008-07-02,Wednesday
1514.0,1505,1632.0,1644,CO,687,N57857,-12.0,9.0,MCO,IAH,853.0,0,,0,,,,,,2008-03-26,Wednesday
751.0,740,852.0,840,MQ,3553,N641AE,12.0,11.0,DFW,LBB,282.0,0,,0,,,,,,2008-07-21,Monday
,1000,,1239,DL,883,N939DL,,,EWR,ATL,745.0,1,B,0,,,,,,2008-01-19,Saturday
640.0,645,926.0,940,WN,2533,N791SW,-14.0,-5.0,FLL,PHL,992.0,0,,0,,,,,,2008-04-21,Monday
1708.0,1715,2004.0,1959,DL,1189,N646DL,5.0,-7.0,MCO,SLC,1929.0,0,,0,,,,,,2008-11-23,Sunday
1627.0,1626,1835.0,1818,UA,106,N334UA,17.0,1.0,ORD,GRR,137.0,0,,0,0.0,0.0,17.0,0.0,0.0,2008-07-11,Friday
1557.0,1559,1849.0,1850,FL,668,N996AT,-1.0,-2.0,HPN,MCO,972.0,0,,0,,,,,,2008-12-12,Friday
1057.0,1100,1157.0,1209,EV,4897,N723EV,-12.0,-3.0,ATL,CHS,259.0,0,,0,,,,,,2008-01-05,Saturday
651.0,650,830.0,820,WN,3077,N311SW,10.0,1.0,RNO,PDX,444.0,0,,0,,,,,,2008-11-28,Friday
1034.0,900,1214.0,1036,NW,301,N336NB,98.0,94.0,IND,SEA,1866.0,0,,0,0.0,94.0,4.0,0.0,0.0,2008-08-05,Tuesday
715.0,720,805.0,809,YV,1034,N651BR,-4.0,-5.0,HNL,ITO,216.0,0,,0,,,,,,2008-02-14,Thursday
536.0,540,804.0,725,OO,6706,N754SK,39.0,-4.0,MEM,ORD,491.0,0,,0,0.0,0.0,39.0,0.0,0.0,2008-08-05,Tuesday
1247.0,1250,1357.0,1402,EV,4786,N936EV,-5.0,-3.0,AVL,CVG,275.0,0,,0,,,,,,2008-08-20,Wednesday
1608.0,1615,1705.0,1710,MQ,3022,N829MQ,-5.0,-7.0,FAT,LAX,209.0,0,,0,,,,,,2008-11-19,Wednesday
1835.0,1810,127.0,45,WN,495,N241WN,42.0,25.0,LAS,SDF,1624.0,0,,0,1.0,0.0,17.0,0.0,24.0,2008-01-08,Tuesday
1458.0,1310,2025.0,1750,WN,1621,N492WN,155.0,108.0,LAS,OMA,1099.0,0,,0,0.0,15.0,47.0,0.0,93.0,2008-02-03,Sunday
1315.0,1315,1410.0,1415,WN,1316,N232WN,-5.0,0.0,SJC,BUR,296.0,0,,0,,,,,,2008-11-13,Thursday
601.0,600,1127.0,1125,WN,1608,N499WN,2.0,1.0,OAK,MCI,1489.0,0,,0,,,,,,2008-02-06,Wednesday
1407.0,1340,1459.0,1440,WN,36,N511SW,19.0,27.0,HRL,HOU,276.0,0,,0,1.0,0.0,0.0,0.0,18.0,2008-01-03,Thursday
1720.0,1725,1940.0,1950,WN,2218,N436WN,-10.0,-5.0,BNA,JAX,484.0,0,,0,,,,,,2008-09-06,Saturday
813.0,815,956.0,1004,DL,1523,N668DN,-8.0,-2.0,ATL,MIA,595.0,0,,0,,,,,,2008-01-11,Friday
1203.0,1128,1259.0,1230,UA,615,N822UA,29.0,35.0,DCA,ORD,612.0,0,,0,0.0,0.0,0.0,0.0,29.0,2008-07-18,Friday
558.0,600,725.0,718,YV,7178,N519LR,7.0,-2.0,CLT,IAD,321.0,0,,0,,,,,,2008-11-06,Thursday
1018.0,1020,1306.0,1315,MQ,4326,N648AE,-9.0,-2.0,ORD,BWI,622.0,0,,0,,,,,,2008-04-13,Sunday
651.0,700,827.0,831,US,1933,N409US,-4.0,-9.0,BWI,CLT,361.0,0,,0,,,,,,2008-02-08,Friday
1258.0,1305,1531.0,1537,B6,658,N579JB,-6.0,-7.0,MCO,ROC,1033.0,0,,0,,,,,,2008-11-20,Thursday
1504.0,1500,1618.0,1615,XE,2213,N15948,3.0,4.0,IAH,BRO,308.0,0,,0,,,,,,2008-03-09,Sunday
1229.0,1230,1752.0,1744,CO,494,N57868,8.0,-1.0,LAX,IAH,1379.0,0,,0,,,,,,2008-02-11,Monday
853.0,856,1319.0,1331,US,542,N824AW,-12.0,-3.0,PHX,DFW,868.0,0,,0,,,,,,2008-07-23,Wednesday
1858.0,1900,2045.0,2053,US,640,N334AW,-8.0,-2.0,SJC,PHX,621.0,0,,0,,,,,,2008-05-16,Friday
1007.0,950,1343.0,1335,WN,879,N610WN,8.0,17.0,SAT,MCO,1040.0,0,,0,,,,,,2008-06-20,Friday
1807.0,1805,1911.0,1910,AA,766,N3AAAA,1.0,2.0,AUS,DFW,190.0,0,,0,,,,,,2008-04-02,Wednesday
1648.0,1650,1825.0,1840,WN,2562,N391SW,-15.0,-2.0,BNA,DEN,1013.0,0,,0,,,,,,2008-07-19,Saturday
708.0,715,930.0,927,DL,948,N635DL,3.0,-7.0,PNS,ATL,272.0,0,,0,,,,,,2008-05-08,Thursday
1320.0,1325,1451.0,1510,MQ,4037,N505MQ,-19.0,-5.0,ORD,LIT,552.0,0,,0,,,,,,2008-10-02,Thursday
1320.0,1315,1415.0,1412,OO,5566,N301YV,3.0,5.0,FAT,SFO,158.0,0,,0,,,,,,2008-05-30,Friday
1038.0,1040,1215.0,1204,EV,4231,N885AS,11.0,-2.0,ILM,ATL,377.0,0,,0,,,,,,2008-05-09,Friday
647.0,645,1057.0,1100,WN,349,N507SW,-3.0,2.0,AUS,BWI,1342.0,0,,0,,,,,,2008-06-11,Wednesday
1610.0,1550,1928.0,1844,OH,6461,N653CA,44.0,20.0,MSP,CVG,596.0,0,,0,0.0,20.0,24.0,0.0,0.0,2008-12-08,Monday
1608.0,1610,10.0,2358,CO,1069,N19130,12.0,-2.0,LAS,EWR,2227.0,0,,0,,,,,,2008-09-17,Wednesday
1526.0,1526,1544.0,1547,YV,2715,N914FJ,-3.0,0.0,ELP,PHX,347.0,0,,0,,,,,,2008-10-26,Sunday
1204.0,1205,1429.0,1430,MQ,3910,N842AE,-1.0,-1.0,MIA,RIC,826.0,0,,0,,,,,,2008-03-05,Wednesday
742.0,735,936.0,940,WN,1092,N301SW,-4.0,7.0,SAN,PHX,304.0,0,,0,,,,,,2008-02-21,Thursday
1109.0,1110,1157.0,1200,DL,1187,N37700,-3.0,-1.0,SLC,SMF,532.0,0,,0,,,,,,2008-12-26,Friday
714.0,720,950.0,950,MQ,4149,N655AE,0.0,-6.0,ORD,TYS,475.0,0,,0,,,,,,2008-09-03,Wednesday
1547.0,1525,1645.0,1630,WN,1496,N280WN,15.0,22.0,BUR,LAS,223.0,0,,0,0.0,0.0,0.0,0.0,15.0,2008-12-15,Monday
1527.0,1435,1826.0,1749,CO,377,N69348,37.0,52.0,RSW,EWR,1068.0,0,,0,37.0,0.0,0.0,0.0,0.0,2008-03-17,Monday
1911.0,1915,2144.0,2147,AS,536,N797AS,-3.0,-4.0,SEA,ONT,956.0,0,,0,,,,,,2008-08-26,Tuesday
,1644,,1751,YV,2946,N956LR,,,PSP,PHX,261.0,1,A,0,,,,,,2008-05-06,Tuesday
1013.0,1020,1510.0,1505,F9,191,N803FR,5.0,-7.0,DEN,DAY,1084.0,0,,0,,,,,,2008-05-16,Friday
1051.0,1055,1340.0,1353,DL,678,N939DL,-13.0,-4.0,MIA,JFK,1090.0,0,,0,,,,,,2008-06-27,Friday
1833.0,1836,1935.0,1943,DL,1593,N938DL,-8.0,-3.0,ATL,OKC,761.0,0,,0,,,,,,2008-09-27,Saturday
1349.0,1350,1447.0,1444,UA,1617,N486UA,3.0,-1.0,DEN,LAS,629.0,0,,0,,,,,,2008-03-25,Tuesday
1034.0,1040,1142.0,1158,EV,4833,N830AS,-16.0,-6.0,CVG,CAE,404.0,0,,0,,,,,,2008-06-18,Wednesday
1540.0,1540,1810.0,1829,US,991,N764US,-19.0,0.0,PHL,MIA,1013.0,0,,0,,,,,,2008-08-11,Monday
1038.0,1040,1305.0,1310,AS,574,N708AS,-5.0,-2.0,PDX,SAN,933.0,0,,0,,,,,,2008-08-15,Friday
709.0,715,840.0,840,EV,4159,N683BR,0.0,-6.0,ILM,ATL,377.0,0,,0,,,,,,2008-08-21,Thursday
1331.0,1335,1531.0,1535,WN,1536,N719SW,-4.0,-4.0,OAK,SEA,671.0,0,,0,,,,,,2008-01-30,Wednesday
654.0,700,801.0,813,US,2163,N768US,-12.0,-6.0,LGA,DCA,214.0,0,,0,,,,,,2008-03-06,Thursday
2002.0,2005,2203.0,2210,WN,3168,N380SW,-7.0,-3.0,SEA,OAK,671.0,0,,0,,,,,,2008-06-27,Friday
1811.0,1730,2138.0,2036,UA,937,N647UA,62.0,41.0,IAD,SFO,2419.0,0,,0,41.0,0.0,21.0,0.0,0.0,2008-01-08,Tuesday
1000.0,1005,1241.0,1300,OO,4012,N668CA,-19.0,-5.0,SNA,SLC,588.0,0,,0,,,,,,2008-02-13,Wednesday
608.0,610,806.0,815,WN,799,N231WN,-9.0,-2.0,LAS,PHX,256.0,0,,0,,,,,,2008-02-21,Thursday
2038.0,2040,45.0,47,B6,707,N706JB,-2.0,-2.0,JFK,SJU,1597.0,0,,0,,,,,,2008-07-16,Wednesday
1521.0,1520,1640.0,1640,WN,959,N399WN,0.0,1.0,HOU,TUL,453.0,0,,0,,,,,,2008-04-28,Monday
1415.0,1410,2237.0,2240,UA,26,N510UA,-3.0,5.0,LAX,JFK,2475.0,0,,0,,,,,,2008-11-07,Friday
1215.0,1225,1249.0,1300,OO,5741,N224SW,-11.0,-10.0,MOD,SFO,78.0,0,,0,,,,,,2008-10-11,Saturday
1633.0,1638,1741.0,1756,DL,1134,N964DL,-15.0,-5.0,ATL,GSO,306.0,0,,0,,,,,,2008-11-23,Sunday
1600.0,1550,1713.0,1715,WN,2041,N208WN,-2.0,10.0,OKC,STL,462.0,0,,0,,,,,,2008-07-10,Thursday
930.0,935,1049.0,1105,XE,2696,N14939,-16.0,-5.0,MAF,IAH,429.0,0,,0,,,,,,2008-08-18,Monday
710.0,715,1047.0,1058,9E,4700,87479E,-11.0,-5.0,SAT,IND,986.0,0,,0,,,,,,2008-06-23,Monday
1914.0,1920,2042.0,2052,XE,3057,N14904,-10.0,-6.0,CLE,BDL,475.0,0,,0,,,,,,2008-11-23,Sunday
2223.0,2040,23.0,2210,AA,1659,N290AA,133.0,103.0,ORD,MCI,403.0,0,,0,0.0,0.0,47.0,0.0,86.0,2008-12-20,Saturday
713.0,715,1424.0,1427,DL,1276,N3730B,-3.0,-2.0,SAN,CVG,1865.0,0,,0,,,,,,2008-06-20,Friday
,1025,,1155,XE,2088,,,,MAF,IAH,429.0,1,B,0,,,,,,2008-09-12,Friday
1448.0,1455,1747.0,1756,CO,1017,N17640,-9.0,-7.0,MSP,IAH,1034.0,0,,0,,,,,,2008-09-23,Tuesday
703.0,705,912.0,920,WN,1838,N365SW,-8.0,-2.0,IAD,TPA,810.0,0,,0,,,,,,2008-09-23,Tuesday
1549.0,1541,1755.0,1725,FL,178,N992AT,30.0,8.0,RSW,ATL,515.0,0,,0,0.0,0.0,22.0,0.0,8.0,2008-02-24,Sunday
1939.0,1835,2115.0,2011,UA,1206,N335UA,64.0,64.0,SFO,PDX,550.0,0,,0,0.0,0.0,0.0,0.0,64.0,2008-07-01,Tuesday
1957.0,1934,2125.0,2057,9E,3775,80399E,28.0,23.0,DTW,CVG,229.0,0,,0,23.0,0.0,5.0,0.0,0.0,2008-01-17,Thursday
1503.0,1300,2239.0,2000,WN,2728,N797MX,159.0,123.0,LAS,CLE,1825.0,0,,0,0.0,0.0,36.0,0.0,123.0,2008-02-03,Sunday
1604.0,1610,1806.0,1804,US,493,N157AW,2.0,-6.0,SJC,PHX,621.0,0,,0,,,,,,2008-07-17,Thursday
904.0,846,952.0,950,MQ,3300,N610AE,2.0,18.0,ABI,DFW,158.0,0,,0,,,,,,2008-03-24,Monday
1204.0,1210,1457.0,1510,WN,19,N291WN,-13.0,-6.0,HOU,JAX,816.0,0,,0,,,,,,2008-11-26,Wednesday
1146.0,1150,1254.0,1257,DL,1119,N918DE,-3.0,-4.0,ATL,ORD,606.0,0,,0,,,,,,2008-03-02,Sunday
1432.0,1435,1620.0,1630,AA,1417,N5CBAA,-10.0,-3.0,ORD,LAS,1515.0,0,,0,,,,,,2008-05-20,Tuesday
932.0,840,1752.0,1634,AS,4,N581AS,78.0,52.0,SEA,DCA,2329.0,0,,0,52.0,0.0,26.0,0.0,0.0,2008-05-24,Saturday
2032.0,2040,2324.0,2340,B6,1206,N193JB,-16.0,-8.0,RSW,HPN,1102.0,0,,0,,,,,,2008-08-27,Wednesday
1917.0,1915,2257.0,2307,CO,1491,N47414,-10.0,2.0,IAH,DTW,1076.0,0,,0,,,,,,2008-03-27,Thursday
459.0,500,903.0,913,AA,433,N411AA,-10.0,-1.0,PHX,DFW,868.0,0,,0,,,,,,2008-07-11,Friday
1320.0,1155,1412.0,1250,9E,5868,86659E,82.0,85.0,DTW,OMA,651.0,0,,0,82.0,0.0,0.0,0.0,0.0,2008-07-18,Friday
934.0,940,1302.0,1300,UA,177,N534UA,2.0,-6.0,BOS,SFO,2704.0,0,,0,,,,,,2008-05-29,Thursday
1911.0,1915,2030.0,2037,XE,2830,N16918,-7.0,-4.0,IAH,JAN,351.0,0,,0,,,,,,2008-10-10,Friday
1849.0,1850,2027.0,2040,OO,6699,N963SW,-13.0,-1.0,ELP,DEN,563.0,0,,0,,,,,,2008-11-09,Sunday
1025.0,1025,1738.0,1736,DL,61,N6706Q,2.0,0.0,LAX,ATL,1946.0,0,,0,,,,,,2008-01-17,Thursday
1341.0,1345,1424.0,1433,F9,857,N946FR,-9.0,-4.0,DEN,PHX,602.0,0,,0,,,,,,2008-09-28,Sunday
1130.0,1105,1323.0,1255,AA,1053,N405AA,28.0,25.0,BOS,ORD,867.0,0,,0,0.0,0.0,7.0,0.0,21.0,2008-04-01,Tuesday
2147.0,1920,124.0,2235,AA,346,N4YKAA,169.0,147.0,ORD,LGA,733.0,0,,0,45.0,0.0,22.0,0.0,102.0,2008-05-30,Friday
1948.0,1955,34.0,55,WN,1862,N246LV,-21.0,-7.0,LAS,STL,1372.0,0,,0,,,,,,2008-10-13,Monday
1037.0,1048,1209.0,1157,OO,6456,N934SW,12.0,-11.0,PMD,SFO,316.0,0,,0,,,,,,2008-06-07,Saturday
1343.0,1215,1503.0,1335,AS,43,N768AS,88.0,88.0,ANC,BET,399.0,0,,0,0.0,0.0,0.0,0.0,88.0,2008-11-22,Saturday
1234.0,1235,1407.0,1417,US,523,N642AW,-10.0,-1.0,RNO,PHX,601.0,0,,0,,,,,,2008-10-16,Thursday
